InvoiceID,CustomerID,CreditCard,SupervisorID,Quantity,Price,Freight,OrderDate
1006993,KR53,5237-7482-3869-4401,sup00,94,51.04,21.77,3/22/2018
1006994,ZM76,0973-5133-6550-6091,sup50,91,58.72,13.87,3/9/2018
1006995,FZ86,9687-9419-4523-8322,sup82,65,64.77,10.26,4/4/2018
1006996,WV91,0149-7523-9121-8846,sup99,8,88.18,11.12,4/27/2018
1006997,RD23,1135-5042-6085-8231,sup14,44,33.86,20.52,3/30/2018
1006998,WF05,0120-5863-2496-8631,sup85,37,32.53,25.55,4/28/2018
1006999,LQ24,4030-5236-8064-1140,sup95,54,43.93,12.7,3/12/2018
1007000,FF27,2511-5237-0416-4892,sup92,49,60.75,24.7,3/4/2018
1007001,EU60,8785-6750-2850-5744,sup44,38,41.53,12.66,4/12/2018
1007002,MZ11,4275-4117-9185-0876,sup60,82,20.1,14.43,4/5/2018
1007003,ET25,5738-7734-4965-0957,sup78,48,86.5,10.06,4/11/2018
1007004,QF73,9993-1994-2240-7587,sup69,1,83.52,16.13,4/17/2018
1007005,WE02,0114-7448-6968-4185,sup67,100,49.54,26.7,4/24/2018
1007006,AN31,5377-5776-6873-8555,sup21,70,83.02,29.73,3/9/2018
1007007,HE07,6883-9426-4318-8342,sup44,77,87.74,20.04,4/23/2018
1007008,XC44,4010-4005-2430-2664,sup98,76,26.72,22.69,3/2/2018
1007009,WD03,8820-8800-0947-4173,sup09,75,75.42,12.24,4/8/2018
1007010,NL48,7737-4477-6691-9210,sup52,50,49.73,17.21,4/4/2018
1007011,IV97,2607-3146-8988-6996,sup70,18,29.53,24.63,3/15/2018
1007012,GX31,9828-9478-9887-7657,sup63,34,21.5,23.97,3/12/2018
1007013,LL39,3199-6767-9015-7705,sup99,19,80.34,12.94,3/13/2018
1007014,YA94,0773-7558-9668-3411,sup63,37,66.7,29.44,3/1/2018
1007015,FN24,0222-4175-8816-6612,sup10,95,35.65,19.02,4/22/2018
1007016,MH43,8736-0857-1958-3341,sup95,83,46.68,22.54,3/24/2018
1007017,IK47,4727-3419-0485-6066,sup74,45,75.37,27.88,3/24/2018
1007018,YP34,6393-4948-3250-2236,sup64,7,89.29,15.05,4/10/2018
1007019,MB33,1265-7061-6409-6985,sup10,60,76.71,25.47,3/14/2018
1007020,GX14,8162-9292-4526-3015,sup40,28,31.15,24.16,4/10/2018
1007021,VI70,8733-8786-9265-7658,sup77,86,74.76,14.31,4/12/2018
1007022,YZ25,0331-9362-2260-9101,sup92,26,98.67,15.94,3/20/2018
1007023,RF78,7942-9635-0555-2199,sup08,54,47.66,17.91,3/5/2018
1007024,PK00,0857-3621-9509-3438,sup67,50,27.64,27.52,4/12/2018
1007025,RW05,5244-1114-1881-2145,sup05,4,47.34,13.64,3/19/2018
1007026,GM30,1138-4174-6067-3624,sup39,12,42.27,22.95,4/23/2018
1007027,RA31,8811-2713-8045-3328,sup55,93,77.33,21.54,3/23/2018
1007028,ZI94,9203-5955-5711-3779,sup98,73,41.77,28.96,4/3/2018
1007029,XY37,8390-9863-9304-0322,sup95,56,56.65,23.87,3/29/2018
1007030,JM70,1219-5405-4297-5022,sup85,49,72.41,14.02,3/15/2018
1007031,ON69,5577-7132-6214-9262,sup24,20,63.17,12.55,3/16/2018
1007032,UB21,4826-9065-0599-8063,sup66,8,72.18,12.29,3/26/2018
1007033,HX20,2441-1451-3381-0003,sup66,34,71.64,26.05,3/28/2018
1007034,XW36,6160-9077-5989-6540,sup66,58,29.12,22.2,3/23/2018
1007035,YS88,7090-4212-0371-2721,sup15,3,28.17,15.8,3/21/2018
1007036,DU81,3556-9014-9773-6346,sup66,7,45.59,28.15,4/14/2018
1007037,VH93,8519-2462-2717-8348,sup97,16,59.58,22.09,3/22/2018
1007038,NA27,7313-3734-4184-8433,sup03,53,65.02,10.32,4/8/2018
1007039,FI73,5700-1726-0100-9811,sup70,64,28.81,15.17,3/11/2018
1007040,LJ85,4319-6494-2124-2080,sup08,28,42.71,14.82,3/18/2018
1007041,OJ45,8360-5580-2052-3701,sup21,62,45.63,24.96,3/21/2018
1007042,TB77,2902-1400-2716-1468,sup44,39,69.71,16.37,4/6/2018
1007043,KV05,9400-9038-7822-1687,sup98,83,47.58,27.81,4/23/2018
1007044,JA49,2761-8746-8695-7567,sup76,66,42.89,26.88,3/4/2018
1007045,ML92,3928-3421-2742-6718,sup95,39,62.33,13.46,3/31/2018
1007046,YQ83,1757-5821-1034-9205,sup97,53,92.61,29.73,4/1/2018
1007047,YE11,5527-7934-6763-8910,sup77,36,34.7,21.85,4/22/2018
1007048,OL18,3409-7690-4849-3664,sup31,80,67.51,15.65,3/14/2018
1007049,KF92,1438-8335-8338-5585,sup12,100,38.03,22.02,4/12/2018
1007050,UN46,0953-0195-0788-5273,sup50,98,51.16,25.08,3/3/2018
1007051,XI52,3551-0458-7088-8052,sup65,50,68.46,19.27,3/10/2018
1007052,YB53,1942-8200-0819-5111,sup65,96,40.99,18.27,4/25/2018
1007053,NE53,2705-1035-0698-0459,sup25,67,48.19,20.42,3/19/2018
1007054,MC23,7271-0241-4218-5090,sup12,18,57.76,26.19,4/7/2018
1007055,UA26,8345-3962-6511-4595,sup58,16,60.81,15.36,4/16/2018
1007056,BT27,8314-0935-8453-1036,sup07,68,69.15,18.48,3/7/2018
1007057,FD48,1771-4668-7640-1657,sup73,3,30.39,16.65,4/25/2018
1007058,JF85,2152-8859-3094-4503,sup22,15,64.3,29.48,3/10/2018
1007059,YA45,9380-7240-5697-8852,sup48,7,29.35,22.02,4/21/2018
1007060,WU96,6167-3585-5687-5578,sup30,39,67.35,21.45,3/1/2018
1007061,MO35,7484-5759-9967-0371,sup82,98,89.79,29.39,4/27/2018
1007062,HA15,8860-0357-6402-0851,sup03,17,49.33,12.47,4/29/2018
1007063,JF92,8361-5505-5865-7094,sup22,63,21.69,28.2,4/28/2018
1007064,AI58,5458-5959-2942-2382,sup44,54,89.26,23.26,4/30/2018
1007065,BE52,4005-5594-4322-8657,sup19,20,73.37,12.4,3/16/2018
1007066,ZN53,5467-4201-9603-8489,sup31,64,84.18,10.82,3/15/2018
1007067,ED64,7553-4453-6697-5603,sup76,99,78.37,14.37,4/27/2018
1007068,NQ21,1443-3095-8111-1659,sup87,61,90.18,21.6,3/24/2018
1007069,IW40,6715-0842-9604-6183,sup99,94,46.3,19.52,4/30/2018
1007070,YX60,4827-2908-1692-3951,sup36,89,93.95,22.76,4/24/2018
1007071,GC28,9614-9155-9015-0867,sup79,18,41.01,21.17,4/30/2018
1007072,NL66,9122-1432-3779-3111,sup07,24,48.41,20.59,3/28/2018
1007073,XL64,6624-0876-7604-2152,sup49,83,72.08,13.92,4/10/2018
1007074,OQ44,2365-3930-6664-1785,sup45,85,75.22,23.38,3/21/2018
1007075,NB44,0693-1500-3704-7973,sup88,71,39.61,22.26,4/6/2018
1007076,BP20,5905-8333-1682-8037,sup66,51,69.58,16.15,3/13/2018
1007077,RI67,3676-0165-2535-9328,sup91,84,96.62,27.57,3/20/2018
1007078,DC32,5512-7868-1290-5012,sup10,46,54.08,19.54,3/2/2018
1007079,LE67,6770-3516-6700-9810,sup45,29,54.91,11.55,4/26/2018
1007080,ZE18,7031-1598-2722-9420,sup90,86,62.06,13.45,3/9/2018
1007081,LS66,0344-8333-8710-1190,sup01,28,67.23,18.64,3/2/2018
1007082,ZI44,4069-0014-6186-9421,sup89,19,85.87,17.38,3/21/2018
1007083,CY73,2059-7770-4291-3810,sup18,11,90.2,14.56,4/23/2018
1007084,PN33,9269-7047-5445-5338,sup66,55,29.37,13.63,3/12/2018
1007085,AL88,4587-5262-9236-0791,sup90,39,63.08,13.26,3/29/2018
1007086,YF36,5283-0386-1922-8606,sup00,7,34.78,19.19,3/4/2018
1007087,OC49,1336-4910-9468-5366,sup31,57,33.63,22.56,4/10/2018
1007088,JT74,2543-9489-5304-4055,sup23,82,30.24,22.67,3/28/2018
1007089,MU32,7262-1110-5887-8925,sup91,20,39.32,17.12,3/11/2018
1007090,OJ95,2423-7869-1361-8391,sup71,49,88.91,13.76,4/30/2018
1007091,GT82,5669-3857-4374-3283,sup68,48,30.83,21.49,4/12/2018
1007092,MJ92,2978-1735-3800-2451,sup30,15,87.48,29.84,3/23/2018
1007093,AF20,0984-6756-3454-1739,sup26,100,59.81,17.32,4/3/2018
1007094,UV27,2204-3997-9376-4833,sup59,49,21.98,13.13,4/7/2018
1007095,GO24,0977-6635-4729-0955,sup75,53,56.03,13.49,4/8/2018
1007096,MQ22,5926-0633-0626-0570,sup14,25,90.98,25.43,4/13/2018
1007097,RG65,7745-4825-2358-2070,sup16,76,94.45,11.37,3/16/2018
1007098,MY29,9066-3127-2928-6216,sup45,58,76.55,10.26,3/1/2018
1007099,AU82,1376-7234-4460-3597,sup24,33,83.81,10.1,3/30/2018
1007100,SZ11,7099-6433-4461-7356,sup00,10,30.22,20.03,3/12/2018
1007101,HS52,9545-4116-8886-2761,sup84,83,36.41,10.61,4/5/2018
1007102,TY19,9159-0816-2261-8386,sup53,13,56.22,22.75,4/8/2018
1007103,ES62,1392-1338-7359-2493,sup97,63,67.94,16.55,4/3/2018
1007104,PZ55,0074-0896-0453-4071,sup04,20,47.07,10.23,3/25/2018
1007105,BC56,1296-6422-4559-6079,sup34,81,67.04,11.93,3/12/2018
1007106,DS52,7439-8560-9812-3408,sup39,61,28.65,18.67,3/8/2018
1007107,IG53,1894-7453-9565-3698,sup83,39,39.63,11.42,3/29/2018
1007108,JL27,0156-7306-7318-5745,sup94,19,43.25,25.67,4/27/2018
1007109,WV77,0228-9793-5898-4072,sup54,31,78.21,14.44,4/25/2018
1007110,BI16,5426-5627-7412-0688,sup54,8,50.28,17.93,3/6/2018
1007111,ZV91,7534-0531-6612-3025,sup91,4,70.46,21.5,3/29/2018
1007112,ZS82,5646-6346-1714-1473,sup56,80,22.66,12.1,4/30/2018
1007113,LG96,2459-6546-1326-2849,sup36,81,77.2,21.25,3/29/2018
1007114,MF31,7020-0211-7744-1197,sup83,58,47.55,16.34,3/3/2018
1007115,XB83,7246-6635-6145-0632,sup12,10,58.27,25.72,4/18/2018
1007116,CE02,5521-8836-7822-1578,sup31,12,78.64,19.27,4/13/2018
1007117,XL81,6199-3717-8290-1994,sup75,88,96.61,28.01,3/10/2018
1007118,IN35,2247-7152-9966-1788,sup49,29,53.05,13.72,3/23/2018
1007119,RG16,0843-2813-0666-3055,sup67,66,54.5,14.81,3/3/2018
1007120,HQ59,5890-0532-8311-6626,sup07,59,52.94,12.62,3/9/2018
1007121,UN30,3079-4205-9630-8541,sup21,91,37.34,23.9,4/18/2018
1007122,DO69,8344-4087-6764-6002,sup91,21,61.85,12.02,4/12/2018
1007123,DY18,3829-6314-4265-5520,sup54,99,27.02,15.2,4/7/2018
1007124,IS05,8780-1041-2307-0072,sup12,30,42.2,12.16,3/20/2018
1007125,CX81,3243-0193-5303-1397,sup86,63,48.54,15.5,3/8/2018
1007126,RX00,5813-9658-3167-5211,sup07,78,78.77,12.09,4/30/2018
1007127,VM44,6088-1406-1078-9969,sup84,75,53.46,24.2,4/18/2018
1007128,LI41,0273-5783-6119-3484,sup97,70,55.99,23.25,3/9/2018
1007129,HF77,4943-7847-2314-0369,sup06,29,53.91,24.56,3/14/2018
1007130,TT94,2130-3339-7141-5547,sup40,14,61.86,16.81,4/30/2018
1007131,HI44,7097-8249-4467-9812,sup30,20,49.4,12.15,4/23/2018
1007132,JB28,0532-7568-4618-4462,sup35,66,88.48,22.05,4/22/2018
1007133,VD14,3082-3596-2571-1983,sup00,81,26.1,26.16,3/5/2018
1007134,FW77,8682-3239-9877-6724,sup12,4,77.11,14.72,3/6/2018
1007135,HQ03,4968-8228-9692-0483,sup97,77,52.43,16.47,3/15/2018
1007136,YC08,2885-9446-3339-9834,sup84,69,81.5,20.65,3/25/2018
1007137,GN77,8992-3320-9277-4176,sup73,35,83.65,25.23,3/9/2018
1007138,JV40,4610-8777-7423-8177,sup79,17,96.28,19.06,4/26/2018
1007139,UI15,9304-4823-1370-4056,sup90,58,77.3,10.49,3/2/2018
1007140,VL71,1996-6314-3366-4837,sup24,28,31.47,26.53,4/11/2018
1007141,TI90,6340-6596-1603-9627,sup27,38,25.05,14.17,3/4/2018
1007142,GQ09,8372-9791-8216-2877,sup94,21,42.03,25.08,4/8/2018
1007143,KF90,5586-1631-7345-4196,sup53,83,92.97,17.16,3/4/2018
1007144,NQ97,6357-3023-9725-7927,sup92,11,98.38,13.41,4/5/2018
1007145,SE84,3233-6914-5514-1977,sup45,21,98.74,21.21,3/26/2018
1007146,CX10,8171-9018-0203-5360,sup19,64,33.63,20.24,3/5/2018
1007147,ZQ30,5604-3782-2714-3489,sup98,8,76.78,22.1,4/7/2018
1007148,ON76,9770-4837-0085-5851,sup87,56,46.08,13.21,4/30/2018
1007149,XI11,5808-1753-4285-6331,sup75,90,91.52,20.69,4/9/2018
1007150,WU91,2722-5094-9257-1778,sup22,73,61.48,12.96,3/26/2018
1007151,EQ60,8755-2035-5710-7406,sup85,33,46.97,10.76,4/24/2018
1007152,DU01,9225-5579-8532-4942,sup26,97,93.82,14.46,3/23/2018
1007153,DI87,1252-4595-3774-4628,sup89,86,79.11,14.21,3/10/2018
1007154,LG08,6471-2263-7072-8480,sup40,48,75.83,16.7,3/1/2018
1007155,VE52,4714-9676-0395-6286,sup04,80,35.32,12.1,4/16/2018
1007156,NV62,8068-9932-7059-3171,sup53,51,22.42,25.85,3/28/2018
1007157,HT86,3248-1837-3083-5834,sup73,99,99.04,18.42,4/27/2018
1007158,FP09,9035-2908-6263-2756,sup44,77,75.1,29.55,3/7/2018
1007159,KO52,7321-2266-0024-5937,sup14,88,55.52,28.36,4/18/2018
1007160,AR19,7995-1464-8083-6112,sup98,96,70.35,24.08,3/10/2018
1007161,FL53,6470-0398-4291-7546,sup34,12,40.51,15.84,3/5/2018
1007162,ST95,3222-3558-4995-3199,sup44,12,60.51,29.5,3/30/2018
1007163,TY72,6620-8229-5194-9394,sup96,37,97.78,28.05,3/11/2018
1007164,NG52,4304-0365-4382-9288,sup99,33,88.65,14.62,3/20/2018
1007165,AI26,0769-7727-7864-7819,sup43,81,71.84,11.64,4/14/2018
1007166,HY73,5592-0182-0412-0629,sup41,63,40.99,14.22,3/3/2018
1007167,VK03,3497-8348-9625-1114,sup55,13,28.39,25.17,4/12/2018
1007168,CV56,4664-6325-9286-6700,sup15,55,44.97,12.44,4/6/2018
1007169,US74,3547-7665-5355-4420,sup29,20,83.31,28.37,3/17/2018
1007170,SK58,4050-4675-9583-1541,sup00,25,44.51,28.45,3/4/2018
1007171,IU14,0056-2173-7353-7094,sup02,66,40.18,14.47,3/6/2018
1007172,HP76,0479-8274-5302-0156,sup10,68,50.6,19.8,4/10/2018
1007173,AO90,1469-5344-0047-0847,sup15,44,45.02,17.71,4/8/2018
1007174,XS28,3698-5922-8986-6445,sup31,50,96.74,28.46,3/8/2018
1007175,NA85,5506-6186-8245-1440,sup78,6,67.89,24.48,3/31/2018
1007176,EN96,8809-8325-8272-7602,sup50,62,54.4,16.13,3/23/2018
1007177,JV22,0054-4981-5549-6697,sup09,31,53.97,25.03,3/24/2018
1007178,QC61,3668-3311-0984-2421,sup42,89,56.87,19.86,4/13/2018
1007179,FJ60,9998-2703-1703-6444,sup11,18,47.75,18.38,4/15/2018
1007180,IF68,1086-3376-9310-7908,sup99,77,37.51,12.16,4/30/2018
1007181,JN71,4280-5556-0848-1081,sup57,58,58.62,12.31,4/6/2018
1007182,GP55,2067-9089-8225-6541,sup49,48,87.31,22.17,4/15/2018
1007183,FQ61,7378-1330-0657-9134,sup01,19,31.35,23.96,4/28/2018
1007184,YA98,7743-5504-9303-5472,sup03,32,87.46,10.6,4/27/2018
1007185,FX54,3213-1629-9339-3315,sup83,22,93.89,29.84,4/5/2018
1007186,WQ46,6208-1495-7636-6679,sup25,57,59.44,24.69,3/28/2018
1007187,FZ04,1485-2352-1964-8199,sup25,28,71.1,26.36,4/13/2018
1007188,VB02,1189-1195-2585-0732,sup77,32,67.27,12.95,3/28/2018
1007189,OC29,8918-8614-7037-9807,sup04,93,58.04,21.85,4/24/2018
1007190,HR57,4146-9227-5730-6594,sup14,10,40.18,16.44,3/15/2018
1007191,YB56,9094-5822-0818-6510,sup63,71,99.4,28.91,4/20/2018
1007192,LT45,9751-3909-1254-0705,sup05,72,35.05,15.4,3/1/2018
1007193,AI60,4624-8050-9775-5052,sup57,79,55.81,17.28,3/20/2018
1007194,MR14,9640-8530-9531-1618,sup86,2,34.17,12.12,3/4/2018
1007195,JH35,4724-5937-5695-6438,sup05,31,87.97,27.04,4/19/2018
1007196,YE17,5327-2809-9933-6976,sup54,22,44.49,25.8,3/5/2018
1007197,YA84,8690-3040-7082-5205,sup20,36,86.66,20.27,3/13/2018
1007198,ZZ58,9768-5914-3413-1332,sup97,31,96.67,27.52,3/10/2018
1007199,YG15,7275-3599-0561-3178,sup98,34,70.02,10.34,4/14/2018
1007200,SD83,7779-3884-0586-6031,sup25,6,75.58,11.08,3/9/2018
1007201,TN69,1271-1336-0104-9850,sup68,67,65.03,11.93,3/14/2018
1007202,XV56,9287-7638-6706-8805,sup91,26,67.47,15.09,4/7/2018
1007203,PM95,5171-4316-9871-4357,sup15,31,63.1,26.08,4/12/2018
1007204,JA20,1096-9363-8166-9582,sup04,70,99.31,21.8,3/27/2018
1007205,MV76,9156-3965-9737-4246,sup73,89,84.99,27.76,3/23/2018
1007206,AH80,3436-6164-7791-9254,sup98,65,58.23,23.17,4/28/2018
1007207,RQ52,8049-2695-8650-0514,sup08,9,80.08,27.98,3/24/2018
1007208,DV03,7561-6846-4256-8319,sup45,24,74.98,29.29,4/18/2018
1007209,CX90,4818-0599-2061-6417,sup16,53,31.31,26.23,4/7/2018
1007210,QR02,9368-9150-8711-0074,sup47,2,90.65,12.43,4/24/2018
1007211,VW27,3392-8421-9487-4197,sup98,14,25.69,20.68,3/13/2018
1007212,AZ66,1203-9854-8313-0768,sup99,62,99.26,19.52,3/20/2018
1007213,SL62,5782-4880-1126-4715,sup92,100,57.54,25.32,3/6/2018
1007214,LG96,4029-3987-7094-6893,sup27,19,32.75,23.69,4/20/2018
1007215,HJ65,6278-9746-9579-6608,sup91,72,40.59,26.66,3/14/2018
1007216,MI08,4860-7956-0599-7673,sup49,71,99.96,29.52,4/10/2018
1007217,SB13,5571-7067-6302-9603,sup86,15,33.56,22.82,4/17/2018
1007218,SW05,6583-5676-2281-2673,sup84,41,93.23,21.19,3/7/2018
1007219,BF92,7921-0566-8866-8573,sup13,20,41.35,18,4/2/2018
1007220,WS24,2117-6209-3521-8424,sup53,53,85.22,22.17,3/23/2018
1007221,FE41,8475-5482-0040-6524,sup12,86,21.25,20.15,3/27/2018
1007222,IP26,0762-0854-1739-6150,sup45,5,40.54,26.25,4/16/2018
1007223,HX20,1862-1990-9239-4428,sup94,60,49.15,15.18,4/21/2018
1007224,EZ27,0426-5647-3492-0999,sup61,16,59.38,14.51,4/6/2018
1007225,MU56,9502-5412-0575-9136,sup42,79,73.36,14.3,3/22/2018
1007226,CJ17,6416-6355-7187-4642,sup72,100,73.05,15.56,4/20/2018
1007227,EG43,7258-5328-5163-7499,sup17,81,69.43,18.55,4/3/2018
1007228,RL92,6216-1023-2706-8016,sup81,69,87.9,13.64,4/9/2018
1007229,HI72,1217-7719-6768-2613,sup18,93,94.52,25.71,4/30/2018
1007230,HA92,2978-0064-1779-1133,sup90,32,64.56,22.13,4/16/2018
1007231,ZM02,9698-9121-6908-3735,sup53,28,45.58,22.71,3/12/2018
1007232,NY77,7981-0478-6515-4532,sup65,65,70.27,22.53,3/27/2018
1007233,HA78,7539-2785-9940-6965,sup97,57,43,24,4/21/2018
1007234,RL50,9217-7205-4359-6041,sup98,30,29.85,11.12,4/8/2018
1007235,SD54,3010-0898-2508-7729,sup57,92,73.33,18.41,3/10/2018
1007236,MA83,4459-1075-2527-0347,sup78,44,39.65,29.11,3/31/2018
1007237,XX94,5290-5471-5997-9830,sup45,63,69.41,14.51,3/5/2018
1007238,QQ71,0616-3606-3011-1683,sup22,59,52.23,20.59,4/19/2018
1007239,FC97,6461-3044-0502-4773,sup28,46,37.45,23.32,4/18/2018
1007240,VY59,4216-7789-0434-8308,sup47,64,83.31,27.95,4/5/2018
1007241,SW77,7966-0437-8121-3559,sup55,19,20.7,10.68,4/18/2018
1007242,BW99,9027-9840-0005-0410,sup79,25,23.12,16.22,4/23/2018
1007243,AI11,5855-2665-1421-9251,sup05,70,43.53,20.28,4/6/2018
1007244,RI86,2268-4349-0949-2847,sup22,87,41.14,15.5,3/29/2018
1007245,PP82,3889-3523-4073-1518,sup47,80,26.44,19.91,4/24/2018
1007246,DS20,7992-4567-7506-3730,sup84,37,21.37,24.63,4/11/2018
1007247,ZV23,0006-8749-6203-9571,sup67,36,44.84,18.68,3/31/2018
1007248,KK50,2486-8970-1273-6288,sup26,56,87.19,23.68,3/2/2018
1007249,MX21,1097-5800-1052-9983,sup61,37,38.41,28.74,4/2/2018
1007250,IN81,0286-2282-0249-1555,sup96,56,67.75,14.52,3/15/2018
1007251,IQ33,2823-1194-0056-6955,sup35,74,85.1,29.16,3/12/2018
1007252,LV50,3173-8473-5295-0413,sup47,62,91.16,12.53,3/2/2018
1007253,QS64,4988-1967-4154-1623,sup60,67,79.53,23.71,4/18/2018
1007254,RR65,8804-9692-0664-8057,sup28,90,33.41,25.51,3/22/2018
1007255,XZ38,2438-0188-3335-4279,sup71,72,37.86,12.68,4/8/2018
1007256,CN78,1969-9945-9734-9052,sup64,78,37.78,11.37,4/23/2018
1007257,GZ40,1581-7545-0427-7723,sup30,59,79.63,24.5,4/28/2018
1007258,EQ95,0602-4468-1537-3425,sup96,72,32.93,12.25,4/20/2018
1007259,SJ75,8658-8076-7749-6435,sup67,71,33.5,26.95,4/1/2018
1007260,QU30,0221-4911-4203-9909,sup43,25,49.52,18.96,3/13/2018
1007261,LJ55,0221-5373-5731-4872,sup14,69,90.7,24.61,4/2/2018
1007262,ER86,1726-6502-9311-9433,sup03,38,81.43,23.12,3/7/2018
1007263,QC83,5467-8696-2028-7493,sup42,28,44,20.39,4/5/2018
1007264,US06,0520-2684-0904-1824,sup80,55,99.84,23.78,3/28/2018
1007265,FG64,1174-7217-2438-0583,sup76,16,69.91,17.54,4/13/2018
1007266,AU22,6043-3333-9986-4543,sup37,96,81.24,25.5,3/27/2018
1007267,EX91,7179-3112-7944-9154,sup94,94,25.12,17.74,4/29/2018
1007268,TZ76,9796-5784-4668-7788,sup45,76,27.67,20.23,3/8/2018
1007269,FH85,0190-1429-7359-9966,sup99,69,68.51,28.49,3/12/2018
1007270,DS16,9280-5735-9191-8317,sup57,58,72.43,20.78,3/8/2018
1007271,XM13,8129-0816-3727-6320,sup67,14,36.79,21.52,4/9/2018
1007272,LH78,2534-7621-0353-0678,sup82,1,37.42,15.99,4/14/2018
1007273,AV17,8354-2851-2753-0230,sup20,94,22.59,18.16,4/3/2018
1007274,CZ84,2701-5894-1865-9924,sup11,83,30.92,18.08,4/19/2018
1007275,IQ13,3643-7343-1800-7844,sup00,66,99.28,16.06,3/18/2018
1007276,AH59,0795-7275-6108-9471,sup18,93,87.13,23.31,4/26/2018
1007277,HH81,5618-0575-4932-3385,sup21,28,48.95,26.7,4/20/2018
1007278,CF84,5176-7592-0736-7952,sup12,38,74.41,27.01,4/23/2018
1007279,NB36,4594-3859-3659-1436,sup35,31,39.88,11.06,3/17/2018
1007280,PG89,3024-0063-0853-2849,sup33,3,87.96,15.94,3/21/2018
1007281,ZR20,2852-0006-8909-2899,sup05,55,41.13,13.29,3/15/2018
1007282,GE97,9972-8218-9028-6809,sup85,1,74.13,16.26,3/15/2018
1007283,YP75,2401-1899-9806-4131,sup92,4,65.25,14.36,3/23/2018
1007284,KY00,0411-2371-2451-1977,sup95,9,26.16,21.74,3/28/2018
1007285,NF00,5465-1077-1426-3312,sup07,43,80.99,24.99,3/26/2018
1007286,BJ95,0453-5529-8923-2825,sup43,75,93.56,25.79,3/25/2018
1007287,GK08,5434-1683-2614-9003,sup11,99,34.04,27.54,3/23/2018
1007288,NO76,3260-2663-7970-2551,sup08,27,26.3,16.09,3/23/2018
1007289,HS48,8726-2892-1978-8581,sup78,93,34.49,28.47,4/18/2018
1007290,VR78,8959-6077-2619-9236,sup35,22,25.11,15.41,4/12/2018
1007291,PU17,9200-6128-0243-8456,sup23,94,30.39,10.46,3/28/2018
1007292,HG37,6808-8084-1171-7470,sup61,64,71.61,16.27,4/14/2018
1007293,MF62,3077-1465-2134-6515,sup62,37,45.18,26.64,4/23/2018
1007294,IY55,6187-8289-7365-2571,sup29,20,67.75,23.88,3/25/2018
1007295,DL71,4141-3521-6806-2537,sup23,89,44.89,19.84,3/26/2018
1007296,WX19,9672-6363-9555-7877,sup39,27,33.04,24.44,4/17/2018
1007297,FM80,3978-2487-1351-8949,sup67,72,40.42,10.36,4/13/2018
1007298,WM49,6817-6394-9206-0555,sup91,33,57.19,29.85,3/16/2018
1007299,YO71,1027-1529-1976-4874,sup94,79,85.08,27.89,3/25/2018
1007300,FV61,6491-6547-5434-6009,sup52,38,66.97,18.49,4/20/2018
1007301,XR35,1121-9183-8773-7842,sup77,97,26.7,18.45,3/7/2018
1007302,FX24,2972-2386-0418-4775,sup61,10,20.97,14.82,3/3/2018
1007303,LB11,3337-5850-3066-3730,sup03,31,92.53,19.55,3/8/2018
1007304,BZ70,7766-5272-5502-8445,sup14,84,55.29,21.56,3/15/2018
1007305,HN38,4229-3334-9040-4209,sup02,35,39.84,19.24,4/18/2018
1007306,ZN70,6430-1281-4637-5621,sup43,3,64.73,21.37,3/11/2018
1007307,BW81,5042-7031-3722-8681,sup16,97,28.76,12.48,4/5/2018
1007308,SD43,9107-9827-8341-1452,sup40,34,92.75,14.39,4/25/2018
1007309,FU14,5241-6748-3419-6256,sup27,27,38.31,24.1,3/26/2018
1007310,HJ23,8320-5632-9722-2170,sup80,25,51.72,19.75,3/12/2018
1007311,AN45,6744-3951-1144-6340,sup56,81,67.34,29.15,3/23/2018
1007312,KK63,2826-9451-1288-6579,sup81,37,44.45,19.77,4/10/2018
1007313,JI83,6581-9754-3700-7706,sup30,17,57.28,16.53,3/20/2018
1007314,UU84,6008-9099-0066-5466,sup90,14,38.94,11.2,4/9/2018
1007315,JJ73,6934-8070-8433-1763,sup10,98,79.54,25.18,3/30/2018
1007316,PO12,9343-9072-3691-9383,sup78,64,89.77,16.35,4/18/2018
1007317,NO79,6813-9950-3751-2672,sup89,34,52.93,21.38,4/16/2018
1007318,OS76,2235-1438-7384-3931,sup44,61,52.66,13.64,4/3/2018
1007319,JD58,1855-5544-2529-5287,sup20,45,70.46,22.9,4/16/2018
1007320,NN45,9996-0950-5861-5689,sup43,28,25.36,11.12,3/18/2018
1007321,NB72,7096-4822-5935-2686,sup52,56,33.24,29.79,3/5/2018
1007322,HC47,8249-4143-5717-3188,sup48,64,23.96,15.12,3/3/2018
1007323,QO44,1658-7560-4804-3149,sup55,57,68.19,16.01,4/24/2018
1007324,OR63,0057-6194-4008-8356,sup49,7,27.44,10.8,3/4/2018
1007325,ID77,7758-0127-6276-5030,sup79,33,29.47,25.92,3/30/2018
1007326,GI98,7961-0344-1778-7114,sup17,68,70.22,24.48,3/6/2018
1007327,EY21,9446-9641-1947-8210,sup67,79,40.02,25.58,4/26/2018
1007328,XK66,9366-0387-1993-3264,sup93,98,78.68,11.02,4/29/2018
1007329,CM58,3395-6109-7399-6880,sup94,28,33.36,18.05,3/29/2018
1007330,CR15,9612-5970-8147-4016,sup68,56,24.55,10.89,4/6/2018
1007331,HG06,9311-1209-6414-0427,sup08,24,87.36,15.12,4/17/2018
